price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price_group
565000,4,2.5,2240,14667,2.0,0,0,4,9,2240,0,1989,0,98059,47.5276,-122.161,2410,11243,6
355000,3,1.75,2370,9750,1.0,0,0,4,7,1280,1090,1979,0,98045,47.4459,-121.773,1230,9775,3
744000,3,2.5,2020,7512,2.0,0,0,4,8,2020,0,1981,0,98033,47.6927,-122.206,2410,8500,8
650000,2,1.0,1030,5750,1.0,0,0,5,8,1030,0,1928,0,98116,47.5861,-122.391,1570,5750,7
468000,4,2.5,2150,8165,1.0,0,0,3,8,1430,720,1957,0,98177,47.773,-122.371,2360,7980,5
370000,5,3.0,2220,5185,2.0,0,3,3,7,2220,0,2003,0,98118,47.543,-122.29,2340,6316,3
440000,3,1.5,1270,1413,3.0,0,0,3,8,1270,0,2007,0,98115,47.6989,-122.317,1270,1413,4
445000,4,2.75,2320,12368,1.0,0,0,3,8,1670,650,1968,0,98133,47.7373,-122.35,2070,9575,4
525000,2,1.0,1080,3500,1.0,0,3,3,7,1080,0,1924,0,98103,47.6667,-122.356,1790,4000,6
522250,4,2.5,2340,41600,1.0,0,0,3,8,1640,700,1977,0,98077,47.7466,-122.077,2340,34960,6
801501,4,2.25,2250,13500,2.0,0,0,4,9,2250,0,1980,0,98007,47.621,-122.151,2730,13500,8
749000,4,1.5,2130,5000,2.0,0,0,4,8,2130,0,1920,0,98144,47.5828,-122.291,2560,5000,8
390000,3,1.75,1180,16552,1.0,0,0,4,7,1180,0,1967,0,98072,47.7426,-122.116,2780,45302,3
933000,3,1.5,1870,3300,2.0,0,2,3,7,1870,0,1906,0,98102,47.6221,-122.325,1820,2460,9
499000,4,3.75,2560,5250,2.0,0,0,3,7,1900,660,1963,2006,98133,47.7326,-122.342,1400,5250,5
659000,3,2.5,3090,384634,2.0,0,0,3,8,3090,0,2007,0,98019,47.7072,-121.927,2200,292645,7
303000,4,2.25,2560,8927,1.0,0,0,3,7,1790,770,1976,0,98001,47.34,-122.271,1920,9669,2
473000,3,1.0,1280,10000,1.0,0,0,4,7,1280,0,1954,0,98006,47.5716,-122.139,1240,10000,5
645000,3,2.5,1900,1258,2.5,0,0,3,7,1700,200,2007,0,98119,47.6465,-122.358,1780,1877,7
199500,3,1.0,920,9812,1.0,0,0,4,7,920,0,1962,0,98001,47.2958,-122.284,1188,9812,0
450000,3,2.5,2880,426452,2.0,0,3,3,7,2880,0,1979,0,98092,47.2485,-122.101,1460,320890,4
342000,3,3.0,1260,1251,2.0,0,0,3,7,1040,220,2003,0,98144,47.5943,-122.296,1780,7715,2
415000,6,1.0,1370,5080,1.5,0,0,3,6,1120,250,1931,0,98106,47.5238,-122.35,1020,5080,4
690000,4,2.0,2230,5000,1.5,0,0,4,7,1510,720,1922,0,98144,47.5772,-122.292,2140,5000,7
230000,2,1.0,770,6450,1.0,0,0,4,6,770,0,1948,0,98106,47.531,-122.358,780,6063,0
428750,3,1.0,1620,30736,1.5,0,0,4,7,1620,0,1911,1977,98006,47.5719,-122.119,2440,28826,4
685000,2,1.5,1090,4013,1.5,0,0,3,7,1090,0,1900,0,98103,47.6652,-122.338,1390,4013,7
410000,3,2.0,1740,9300,1.0,0,0,4,7,1740,0,1952,0,98166,47.4526,-122.357,1540,9638,4
290000,3,2.0,1810,11456,1.0,0,0,3,7,1810,0,1970,0,98045,47.4648,-121.756,1360,12931,1
887000,3,2.0,3000,22040,2.0,0,2,4,8,2470,530,1942,0,98177,47.7745,-122.368,2600,7947,9
919950,5,2.75,3170,7062,2.0,0,0,3,9,3170,0,2014,0,98074,47.5937,-122.061,3210,6891,9
385000,3,2.25,1650,7800,1.0,0,0,3,7,1260,390,1969,0,98011,47.7377,-122.197,1760,8268,3
1025000,3,1.75,2640,8000,1.0,0,3,4,9,1320,1320,1960,0,98040,47.5826,-122.246,2740,6000,9
1284000,5,4.25,5040,9466,2.0,0,0,3,11,5040,0,2004,0,98059,47.5282,-122.133,4300,9417,9
304000,3,1.75,1720,6000,1.0,0,2,3,7,1000,720,1954,0,98178,47.4999,-122.223,1690,6000,2
320000,4,1.75,1730,9520,1.0,0,0,4,7,1730,0,1971,0,98059,47.4756,-122.157,1550,11211,2
580000,2,1.0,2540,7000,1.0,0,0,5,8,1320,1220,1942,0,98118,47.5259,-122.261,2160,6000,6
225000,3,1.75,1610,14182,1.0,0,0,4,7,1100,510,1978,0,98092,47.3174,-122.18,1510,8400,0
506000,2,1.0,1060,3588,1.0,0,0,4,7,960,100,1926,0,98107,47.6721,-122.395,1570,3741,5
200000,3,1.0,1150,4800,1.5,0,0,4,6,1150,0,1938,0,98002,47.3101,-122.212,1310,9510,0
422500,4,2.5,2550,8824,2.0,0,0,3,9,2550,0,1990,0,98031,47.3979,-122.212,2630,11237,4
750000,3,3.25,4610,81935,2.0,0,0,4,9,4610,0,1984,0,98074,47.6217,-122.021,2900,43500,8
3567000,5,4.5,4850,10584,2.0,1,4,3,10,3540,1310,2007,0,98008,47.5943,-122.11,3470,18270,9
530000,3,2.25,1680,7262,1.0,0,0,5,7,1180,500,1973,0,98034,47.713,-122.225,1910,7405,6
545000,4,2.5,2040,6034,2.0,0,0,3,7,2040,0,1990,0,98115,47.6952,-122.323,1380,5986,6
250000,4,2.5,1800,8100,2.0,0,0,3,7,1800,0,1998,0,98038,47.3611,-122.047,1590,8100,1
221000,3,1.0,910,8789,1.0,0,0,3,7,910,0,1966,0,98148,47.4345,-122.326,1160,8789,0
565000,3,2.5,1870,1058,3.0,0,0,3,8,1380,490,2007,0,98103,47.6512,-122.345,1440,1136,6
234000,3,1.0,1750,8820,1.0,0,0,4,7,1750,0,1961,0,98032,47.3608,-122.29,1400,9600,0
289000,3,2.5,1490,8628,2.0,0,0,3,7,1490,0,1994,0,98038,47.3643,-122.041,1640,8514,1
575000,3,2.0,1520,5000,1.5,0,0,3,7,1140,380,1945,0,98107,47.6733,-122.389,1530,4650,6
401750,2,1.5,1070,1236,2.0,0,0,3,8,1000,70,2005,0,98116,47.5619,-122.382,1170,1888,4
370000,3,2.5,2313,5700,2.0,0,0,3,9,2313,0,2011,0,98030,47.3572,-122.202,2323,5701,3
125000,3,1.0,920,7276,1.0,0,0,4,6,920,0,1961,0,98002,47.285,-122.211,1120,7276,0
257500,3,2.0,1140,7078,1.0,0,0,4,7,1140,0,1991,0,98031,47.4057,-122.185,1460,7078,1
270000,3,1.75,1800,7763,1.0,0,0,3,6,1470,330,1984,0,98030,47.3766,-122.184,1440,7483,1
685000,5,2.5,2670,14455,2.0,0,0,5,9,2670,0,1958,0,98155,47.7565,-122.284,1810,14455,7
372000,3,2.0,1330,1042,2.0,0,0,3,8,1060,270,2014,0,98136,47.5522,-122.382,1440,2428,3
1015000,5,2.5,2350,4000,2.0,0,0,3,9,2350,0,1993,0,98112,47.6265,-122.296,1840,4000,9
236000,4,2.25,1830,9485,1.0,0,0,4,7,1200,630,1989,0,98023,47.2995,-122.387,1730,10109,0
530000,5,2.0,1810,4850,1.5,0,0,3,7,1810,0,1900,0,98107,47.67,-122.394,1360,4850,6
258750,4,2.0,2300,8400,1.0,0,0,4,6,1150,1150,1962,0,98003,47.3282,-122.332,1230,8400,1
390000,3,2.75,1950,12240,1.0,0,0,3,7,1250,700,1956,0,98028,47.7401,-122.258,1880,12000,3
828000,4,2.5,2120,10841,1.0,0,0,4,8,1500,620,1979,0,98006,47.556,-122.156,3130,10950,8
1312000,3,3.25,4030,6300,2.0,0,0,3,10,3630,400,2006,0,98105,47.6664,-122.276,1660,6300,9
167000,1,1.0,780,10235,1.5,0,0,3,6,780,0,1989,0,98014,47.713,-121.315,930,10165,0
330000,4,2.0,1170,4000,1.0,0,0,3,7,1170,0,1955,0,98144,47.5797,-122.305,1720,4000,2
570000,4,2.5,2430,44001,1.0,0,0,3,8,2430,0,1994,0,98019,47.7125,-121.916,2200,46924,6
1195000,5,3.0,3420,18129,2.0,0,0,3,9,2540,880,1952,2005,98040,47.5333,-122.217,3750,16316,9
315000,3,2.25,1370,1533,3.0,0,0,3,8,1370,0,2009,0,98133,47.7326,-122.343,1370,1125,2
1205000,5,4.25,4420,13497,2.0,0,0,3,11,3510,910,2000,0,98059,47.5262,-122.143,4220,12015,9
668750,4,2.5,2340,6420,1.0,0,2,3,8,1590,750,1964,0,98177,47.7728,-122.386,2110,10856,7
588000,3,2.25,2030,7350,1.0,0,0,4,7,1190,840,1977,0,98052,47.6939,-122.126,1950,7350,6
399888,4,1.0,2370,30200,1.5,0,0,4,7,1570,800,1948,0,98146,47.5108,-122.366,1640,9719,3
157000,3,1.5,1170,11530,1.0,0,0,3,7,1170,0,1960,0,98198,47.4211,-122.29,1550,8605,0
969500,3,3.25,2080,3025,2.0,0,2,4,8,1220,860,1984,0,98122,47.6051,-122.289,2680,6518,9
389950,4,2.5,2240,5500,2.0,0,0,3,8,2240,0,2013,0,98056,47.496,-122.169,700,5500,3
540000,3,1.75,2590,25992,1.0,0,0,3,8,1970,620,1968,0,98029,47.5521,-122.03,2590,29250,6
299000,2,1.0,1070,189486,1.0,0,0,3,6,1070,0,1942,0,98077,47.7199,-122.085,1970,60548,2
1835000,4,3.5,4870,39190,2.0,0,0,3,12,4870,0,1995,0,98006,47.5447,-122.124,5000,33880,9
359000,3,1.75,2200,11520,1.0,0,0,4,7,2200,0,1952,0,98133,47.7659,-122.341,1690,8038,3
255000,3,1.0,1250,9472,1.0,0,0,4,6,1250,0,1972,0,98059,47.495,-122.154,1590,9600,1
329000,5,2.75,2570,7260,2.0,0,0,3,8,2570,0,1996,0,98092,47.2622,-122.212,2200,7421,2
717000,4,2.5,2780,7985,2.0,0,0,4,10,2780,0,1992,0,98029,47.5608,-122.016,2650,8094,8
542950,3,2.5,2070,39768,2.0,0,0,3,8,2070,0,1988,0,98077,47.7696,-122.036,2740,44866,6
1225000,4,4.5,5420,101930,1.0,0,0,3,11,3890,1530,2001,0,98053,47.6561,-122.005,4760,101930,9
218000,4,1.0,1620,17500,1.0,0,0,3,7,1620,0,1962,0,98023,47.3021,-122.388,2400,17394,0
924000,3,1.5,2200,5000,1.5,0,0,3,9,2200,0,1932,0,98199,47.6404,-122.408,2860,5000,9
455000,5,2.0,2500,7860,1.0,0,0,3,7,1040,1460,1963,0,98034,47.7212,-122.226,2060,9684,5
350000,3,1.75,1970,10800,1.0,0,0,4,7,1300,670,1979,0,98056,47.5107,-122.172,1970,8768,3
727500,3,2.0,2660,5000,1.5,0,3,3,8,1940,720,1910,0,98116,47.5829,-122.382,2270,5000,8
200000,2,1.0,930,8665,1.0,0,0,4,6,930,0,1938,0,98168,47.4822,-122.318,1630,12375,0
430000,3,1.75,1610,7900,1.0,0,0,4,8,1310,300,1960,0,98177,47.7588,-122.36,2210,7700,4
950000,3,3.25,3050,18892,1.0,1,4,4,8,1650,1400,1962,0,98198,47.3881,-122.326,1170,70973,9
378000,2,1.5,980,853,2.0,0,0,3,7,820,160,2009,0,98144,47.5925,-122.295,1130,1270,3
445000,3,1.0,1260,8910,1.0,0,0,4,7,1260,0,1949,0,98117,47.7,-122.375,1560,8910,4
460000,3,2.25,1453,2225,2.0,0,0,4,8,1453,0,1986,0,98006,47.5429,-122.188,1860,2526,5
1080000,5,3.5,3740,11340,2.0,0,0,3,10,3740,0,2013,0,98052,47.6628,-122.143,2040,8715,9
550000,3,1.75,1380,3402,1.5,0,0,3,7,1380,0,1900,2000,98122,47.6109,-122.302,1500,5496,6
327000,3,1.5,1320,13200,1.0,0,0,3,7,1320,0,1970,0,98059,47.5009,-122.143,1730,13200,2
675000,4,3.0,2780,5000,1.5,0,0,5,7,1710,1070,1919,0,98116,47.5721,-122.381,1150,5000,7
371000,4,1.75,1690,10854,1.0,0,0,3,7,1690,0,1977,0,98056,47.5241,-122.199,2390,7000,3
542000,3,1.75,1070,8030,1.0,0,0,3,7,1070,0,1966,2014,98052,47.67,-122.155,1540,7875,6
350000,3,2.5,2040,13590,2.0,0,0,3,8,2040,0,2009,0,98042,47.3122,-122.04,1850,12485,3
608250,4,2.75,3030,21780,2.0,0,0,3,8,3030,0,1986,0,98166,47.4481,-122.338,3020,28027,7
800000,4,3.0,3520,4895,1.0,0,0,3,8,1980,1540,1954,0,98107,47.6678,-122.361,1570,2153,8
415000,4,2.5,2210,213008,1.0,0,0,4,7,1210,1000,1975,0,98038,47.4039,-121.98,2270,52707,4
237000,3,1.0,1160,6132,1.0,0,0,4,7,1160,0,1958,0,98056,47.5015,-122.173,1280,6132,0
475000,2,1.75,1490,224334,1.0,0,2,3,8,1490,0,1983,0,98092,47.2645,-122.163,2350,213879,5
555000,3,2.0,2180,4976,1.5,0,2,4,8,1680,500,1930,0,98126,47.573,-122.38,1850,5000,6
939000,4,3.5,3640,6049,2.0,0,0,3,9,3640,0,2014,0,98052,47.7049,-122.125,3590,6104,9
410000,3,1.0,1470,6500,1.0,0,0,4,7,1470,0,1953,0,98166,47.473,-122.362,1470,9300,4
365000,4,2.5,2030,7210,1.0,0,0,5,7,1330,700,1969,0,98059,47.5067,-122.16,1980,7560,3
215000,3,1.0,1200,7280,1.0,0,0,4,7,1200,0,1967,0,98032,47.3724,-122.277,1200,8400,0
415000,3,1.75,1340,63597,1.0,0,0,4,7,1340,0,1963,0,98038,47.4379,-122.011,1950,87120,4
1049000,4,3.75,4740,126759,2.0,0,0,4,10,4740,0,1991,0,98027,47.4449,-121.979,3060,118047,9
640000,4,2.0,1520,6200,1.5,0,0,3,7,1520,0,1945,0,98115,47.678,-122.269,1910,6200,7
450000,3,1.0,1360,3737,1.5,0,0,4,6,1360,0,1910,0,98107,47.6751,-122.362,1820,4500,4
808000,4,2.75,3340,7230,2.0,0,0,3,9,3340,0,1996,0,98027,47.549,-122.096,3230,7529,8
1225000,4,2.5,2600,11542,1.5,0,0,4,9,2200,400,1939,0,98177,47.7076,-122.377,2840,10960,9
600000,5,2.5,2380,8204,1.0,0,0,3,8,1540,840,1957,0,98115,47.7,-122.287,2270,8204,7
643000,4,2.5,2518,4663,2.0,0,0,3,8,2518,0,2005,0,98075,47.5894,-122.017,2280,4525,7
802000,2,2.5,2210,6327,1.0,0,0,3,8,2210,0,2003,0,98053,47.7114,-122.03,2170,6327,8
273500,3,1.5,1560,8314,1.0,0,0,3,7,1560,0,1962,0,98031,47.4117,-122.209,1820,8925,1
380000,4,2.25,2150,20181,1.0,0,0,3,7,1090,1060,1963,0,98028,47.7627,-122.245,2150,10480,3
485500,4,2.5,2320,3974,2.0,0,0,3,7,2320,0,1999,0,98065,47.532,-121.88,2620,4539,5
624000,3,2.5,2510,47044,1.0,0,0,4,7,1910,600,1975,0,98072,47.7531,-122.14,2510,42803,7
550000,3,2.5,1840,3035,1.0,0,0,3,7,920,920,1926,0,98105,47.6557,-122.327,1780,4000,6
625000,4,2.5,3190,27806,2.0,0,0,3,9,3190,0,1997,0,98010,47.3425,-122.03,2810,28619,7
515000,3,1.75,1190,4500,1.0,0,0,3,6,1190,0,1922,2012,98116,47.5576,-122.388,1820,4500,5
500000,2,1.0,1630,12059,1.0,0,0,3,7,1270,360,1947,0,98125,47.7228,-122.314,1660,8800,5
365000,2,1.0,1250,8100,1.0,0,0,4,7,1250,0,1947,0,98125,47.7294,-122.329,1710,8100,3
560000,4,2.75,1950,6192,2.0,0,0,3,8,1950,0,1992,0,98029,47.5698,-121.999,2040,5441,6
118125,2,1.0,790,7153,1.0,0,0,4,6,790,0,1944,0,98168,47.4869,-122.324,810,7128,0
465000,3,1.0,910,4500,1.0,0,0,3,7,910,0,1948,0,98117,47.6828,-122.395,1370,5000,5
522500,4,2.75,2200,122403,1.5,0,0,3,7,2200,0,1971,0,98014,47.6301,-121.911,1710,74487,6
775000,5,1.0,1860,3040,1.5,0,0,3,7,1530,330,1921,0,98103,47.6559,-122.339,1910,3600,8
465000,3,1.0,1100,145490,1.5,0,0,4,6,1100,0,1915,0,98024,47.5697,-121.898,1100,11610,5
520000,3,1.75,2080,6609,1.0,0,0,3,7,1280,800,1950,0,98115,47.6883,-122.3,1680,6270,6
175000,4,1.0,1210,6250,1.0,0,0,3,7,1210,0,1962,0,98168,47.5008,-122.333,1210,8291,0
610000,3,1.0,1180,3400,1.5,0,0,3,8,1180,0,1907,0,98109,47.6376,-122.353,1440,3400,7
349000,3,1.75,1740,7682,1.0,0,0,3,8,1330,410,1978,0,98058,47.4451,-122.126,2010,8820,3
207000,2,1.5,1068,1158,2.0,0,0,3,7,1068,0,1990,0,98028,47.753,-122.244,1078,1278,0
375000,4,2.5,2790,7956,2.0,0,0,3,9,2790,0,2005,0,98198,47.3681,-122.31,1660,8192,3
835000,3,1.0,3060,30166,1.0,0,0,5,8,3060,0,1959,0,98027,47.5656,-122.093,1880,19602,8
762500,5,3.5,3290,5880,2.0,0,0,3,9,2670,620,2005,0,98052,47.7067,-122.119,3090,5680,8
249950,3,1.5,1450,6875,1.0,0,0,4,7,1450,0,1961,0,98198,47.4205,-122.316,1270,8000,1
945000,5,3.5,4380,14925,2.0,0,0,3,11,4380,0,2003,0,98075,47.5848,-121.969,4310,14633,9
275000,4,2.0,1720,5472,1.0,0,0,3,6,860,860,1923,0,98118,47.5299,-122.288,1720,5670,1
3635000,5,6.0,5490,19897,2.0,0,0,3,12,5490,0,2005,0,98039,47.6165,-122.236,2910,17600,9
739000,3,1.75,2050,5160,1.5,0,0,4,8,1300,750,1926,0,98112,47.6374,-122.304,2220,5960,8
910000,3,2.0,2700,6120,1.0,0,0,4,8,1350,1350,1962,0,98115,47.6731,-122.327,1700,4590,9
249000,3,1.75,1520,7500,1.0,0,0,3,8,1520,0,1985,0,98092,47.2646,-122.219,2180,7506,1
450000,3,2.0,1680,4886,2.0,0,0,3,7,1180,500,1940,0,98118,47.5536,-122.286,1400,4900,4
335000,2,2.25,1420,1246,2.0,0,0,3,8,1420,0,2007,0,98106,47.5394,-122.368,1420,1826,2
300000,4,2.5,2890,17349,2.0,0,0,3,8,2890,0,1994,0,98023,47.2822,-122.34,2330,22356,2
396000,1,1.0,630,5150,1.0,0,0,4,5,630,0,1954,0,98117,47.6923,-122.369,1390,5150,3
760000,4,2.25,2590,12600,2.0,0,0,3,9,2590,0,1979,0,98006,47.5566,-122.162,2620,11050,8
490000,3,2.25,2840,107157,2.0,0,0,4,9,2840,0,1983,0,98092,47.2848,-122.118,2600,215622,5
555000,3,3.0,2920,23085,1.5,0,2,3,7,1540,1380,1908,0,98136,47.5159,-122.395,2270,18180,6
1220000,3,3.25,3960,6132,2.0,0,3,3,10,2600,1360,1933,0,98199,47.6396,-122.409,2730,5221,9
605000,5,4.0,3040,6000,2.0,0,0,3,8,2280,760,2011,0,98065,47.5189,-121.876,3070,5558,7
550000,3,2.25,1230,875,3.0,0,0,3,8,1230,0,2013,0,98199,47.6521,-122.4,1760,5664,6
415000,4,2.5,2550,4500,2.0,0,0,3,7,2550,0,2009,0,98059,47.4916,-122.153,2340,4526,4
549000,5,2.5,1710,9720,2.0,0,0,4,8,1710,0,1974,0,98005,47.5903,-122.157,2270,9672,6
210750,4,1.5,1840,7076,1.5,0,0,3,7,1840,0,1957,0,98106,47.5185,-122.345,1510,7320,0
700000,3,1.75,2000,14733,1.0,0,0,4,8,2000,0,1958,0,98005,47.6001,-122.178,2620,14733,7
312000,3,2.5,1780,4077,2.0,0,0,3,8,1780,0,2011,0,98038,47.3568,-122.056,1970,4077,2
286300,3,2.75,2000,6405,1.0,0,0,3,8,1260,740,1964,0,98178,47.5066,-122.259,2130,6510,1
640000,2,1.75,1760,4400,1.0,0,0,4,7,880,880,1930,0,98103,47.65,-122.34,1330,4180,7
250000,2,1.5,1160,1086,2.0,0,0,3,7,890,270,2006,0,98155,47.768,-122.315,1160,1086,1
359950,4,2.75,2260,5705,2.0,0,0,3,8,2260,0,2014,0,98042,47.3726,-122.159,2260,5727,3
194900,2,1.0,810,6697,1.0,0,0,4,6,810,0,1923,0,98002,47.3057,-122.216,1140,6695,0
740000,4,2.75,2890,4000,1.5,0,0,4,9,2190,700,1931,0,98109,47.6419,-122.351,2280,4000,8
500000,3,2.25,1360,1236,2.0,0,0,3,8,1140,220,2006,0,98112,47.6198,-122.299,1620,1231,5
335000,4,2.5,2610,4781,2.0,0,0,3,8,2610,0,2009,0,98001,47.2649,-122.292,2583,4796,2
603000,4,2.5,2670,5895,2.0,0,0,3,8,2670,0,1999,0,98074,47.6066,-122.016,2820,6531,7
397000,2,1.0,1000,7664,1.0,0,2,3,7,1000,0,1939,0,98115,47.7001,-122.311,1570,6350,3
228000,4,1.75,2000,6120,1.0,0,0,3,7,1100,900,1965,0,98178,47.5035,-122.258,1880,6120,0
345000,2,1.0,970,5750,1.0,0,0,4,6,970,0,1932,0,98126,47.5518,-122.37,1650,8625,2
348000,3,2.25,2570,8491,2.0,0,0,4,8,2570,0,1989,0,98042,47.3759,-122.125,2400,8049,3
219950,3,1.5,1650,9936,1.0,0,0,3,7,1090,560,1967,0,98003,47.3285,-122.328,1560,9890,0
695500,5,2.75,2510,9180,1.0,0,1,4,8,1600,910,1975,0,98052,47.6389,-122.098,2650,9780,7
355000,5,2.5,3220,5806,2.0,0,0,3,8,3220,0,2002,0,98042,47.3714,-122.103,2760,5813,3
699000,3,2.5,2740,18455,2.0,0,1,4,10,1510,1230,1977,0,98040,47.5585,-122.215,2840,16438,7
191950,2,2.5,1390,1302,2.0,0,0,3,7,1390,0,1987,0,98003,47.3081,-122.329,1390,2052,0
571000,3,2.5,2510,5186,2.0,0,0,3,7,2510,0,2001,0,98053,47.6895,-122.041,2530,5186,6
585000,4,1.75,2470,131790,2.0,0,2,3,8,2470,0,1937,0,98070,47.4421,-122.444,1470,92747,6
404000,3,1.0,1420,8160,1.0,0,0,3,7,970,450,1947,0,98125,47.7164,-122.306,1340,8160,4
169500,3,1.0,1060,10023,1.0,0,0,3,6,1060,0,1962,0,98023,47.2869,-122.36,1060,10023,0
299000,3,1.75,1730,14270,1.0,0,0,3,7,1730,0,1959,0,98065,47.5318,-121.833,1600,11232,2
369000,4,2.5,3060,27251,1.5,0,0,3,8,3060,0,2008,0,98022,47.1967,-121.966,1760,27251,3
390000,2,1.0,1800,119790,1.0,0,0,4,7,1200,600,1947,1977,98027,47.4617,-122.012,2320,79208,3
400000,3,1.5,1950,4473,1.0,0,0,4,6,1530,420,1914,0,98034,47.7094,-122.228,2670,14256,4
722080,3,3.25,3680,7650,2.0,0,0,3,9,2340,1340,1988,0,98074,47.6272,-122.033,2280,8515,8
620000,3,1.0,1710,4050,1.5,0,0,3,7,1710,0,1909,0,98103,47.6732,-122.331,1790,4896,7
324500,3,2.5,1660,3990,2.0,0,0,3,7,1660,0,2009,0,98118,47.5298,-122.268,1670,4050,2
1175000,4,2.0,2590,7220,2.0,0,2,4,10,2590,0,1930,0,98199,47.647,-122.41,2530,6380,9
840000,4,3.25,3160,6327,2.0,0,0,3,9,2280,880,2004,0,98027,47.536,-122.066,3160,5946,8
264000,3,1.5,1470,14821,1.0,0,0,4,7,1470,0,1958,0,98042,47.3658,-122.148,1760,15370,1
245000,3,1.0,1380,9875,1.0,0,0,3,7,1380,0,1959,0,98168,47.5131,-122.334,1200,6250,0
370000,3,2.75,1250,1655,2.0,0,0,3,7,830,420,2006,0,98136,47.5554,-122.382,1520,3001,3
263500,2,1.0,750,4515,1.0,0,0,3,6,750,0,1942,0,98106,47.5198,-122.351,1020,5000,1
370000,3,2.0,1680,5036,1.0,0,1,4,7,1680,0,1987,0,98055,47.4734,-122.186,1680,4921,3
405000,3,2.25,1590,7267,1.0,0,0,4,7,1100,490,1976,0,98133,47.7457,-122.332,2060,8336,4
425000,4,2.5,2070,4427,2.0,0,0,3,7,2070,0,2007,0,98065,47.5208,-121.869,2070,4556,4
555000,4,2.75,2020,10720,1.0,0,0,4,8,1420,600,1976,0,98052,47.6373,-122.104,2190,10164,6
344000,1,1.5,760,779,3.0,0,0,3,8,760,0,2006,0,98107,47.6715,-122.382,1290,1189,2
382880,3,2.0,1620,9566,1.0,0,0,4,7,1620,0,1968,0,98059,47.474,-122.146,1660,10011,3
567000,5,2.25,2100,6936,1.0,0,0,3,8,1600,500,1974,0,98033,47.6737,-122.169,2100,8661,6
185000,3,1.5,1010,7755,1.0,0,0,3,6,1010,0,1953,0,98148,47.4238,-122.332,1270,8350,0
785000,4,2.5,3270,9578,2.0,0,0,3,9,3270,0,1993,0,98027,47.5373,-122.051,3120,8784,8
224950,3,1.5,1630,9282,1.0,0,0,4,7,1630,0,1963,0,98022,47.2021,-122.002,1420,9282,0
682000,2,1.0,890,5000,1.0,0,0,3,7,890,0,1943,0,98105,47.6666,-122.279,1680,5000,7
480000,3,2.0,1470,10052,1.0,0,0,4,8,1470,0,1956,0,98125,47.726,-122.316,1480,9780,5
450000,3,1.5,1390,10530,1.0,0,0,3,7,1390,0,1961,0,98033,47.7025,-122.196,1750,10530,4
339000,3,1.0,1100,4128,1.0,0,0,4,7,720,380,1942,0,98126,47.5296,-122.379,1510,4538,2
230000,3,1.75,1400,6956,1.0,0,0,4,7,1400,0,1957,0,98031,47.4233,-122.198,1400,9375,0
397500,4,1.75,2220,4760,1.0,0,0,3,7,1320,900,1918,0,98106,47.5215,-122.348,940,4760,3
355000,1,0.75,530,33278,1.0,0,2,4,4,530,0,1950,0,98074,47.6412,-122.079,2830,14311,3
675000,4,2.5,2810,11120,2.0,0,0,3,9,2810,0,1982,0,98074,47.6337,-122.044,3100,12672,7
195000,4,1.5,2170,9948,2.0,0,0,3,7,2170,0,1952,0,98148,47.4263,-122.331,1500,9750,0
530000,3,2.5,1790,3078,2.0,0,0,3,8,1790,0,2010,0,98027,47.5638,-122.094,1890,3078,6
429000,4,1.75,2160,7700,2.0,0,0,2,8,2160,0,1977,0,98033,47.6976,-122.169,2080,7700,4
295000,4,2.5,2350,8906,2.0,0,0,3,7,2350,0,1993,0,98031,47.4205,-122.215,2000,8165,1
405000,2,1.0,910,6490,1.0,0,0,3,7,910,0,1942,0,98115,47.6892,-122.306,1040,6490,4
650000,3,3.25,1510,2000,2.0,0,0,3,9,1330,180,2001,0,98116,47.5815,-122.402,1510,1352,7
467000,2,1.5,1320,10800,1.0,0,0,4,8,1320,0,1947,0,98177,47.7145,-122.367,2120,12040,5
235000,4,1.75,1720,10137,2.0,0,0,3,7,1720,0,1956,0,98188,47.4424,-122.276,1350,10205,0
230000,3,1.5,1330,9548,1.0,0,0,5,7,1330,0,1967,0,98042,47.3675,-122.11,1420,9548,0
287000,2,1.5,720,4346,1.0,0,0,4,6,720,0,1942,0,98106,47.5225,-122.351,790,4346,1
423000,3,1.75,1820,6038,1.0,0,0,4,7,1040,780,1952,0,98126,47.5233,-122.378,1700,6040,4
1855000,5,3.25,5570,9600,2.0,0,0,5,9,3860,1710,1952,0,98105,47.6708,-122.262,3170,10400,9
167000,3,1.5,1280,5547,2.0,0,0,4,6,1280,0,1985,0,98002,47.3344,-122.215,1150,4500,0
1250000,4,3.0,3310,217800,1.5,0,0,3,9,3310,0,1989,0,98053,47.6616,-121.999,2810,217800,9
369950,2,2.75,1370,1140,2.0,0,0,3,8,1080,290,2009,0,98133,47.7053,-122.342,1370,1090,3
251000,3,2.0,1650,7930,1.0,0,0,4,7,1650,0,1989,0,98038,47.3617,-122.05,1510,7930,1
375000,3,1.75,960,8106,1.0,0,0,3,7,960,0,1962,0,98052,47.6737,-122.156,1650,8035,3
399900,3,1.75,1260,12750,1.0,0,0,3,7,1260,0,1979,0,98034,47.7289,-122.233,1460,7865,3
312500,4,2.5,2160,8755,2.0,0,0,3,7,2160,0,1993,0,98030,47.3585,-122.195,1990,7971,2
